Period,MLR_No,Licensee_Name_Eng,Licensee_Name_Chi,Hotline,Third_Party_Eng,Third_Party_Chi,Third_Party_Addr_Eng,Third_Party_Addr_Chi,Reg_Date
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,A&J Consultancy Limited ,焯鋒顧問有限公司,"RM 904, 9/F RIGHTEOUS CTR 585 NATHAN RD MONG KOK KL",,2/1/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,LEUNG HOU LUN,梁濠鳞,RM 1902 CHEUNG YUEN HSE CHUK YUEN NORTH EST WONG TAI SIN KOWLOON HONG KONG,,2/1/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,CHENG CHUN LUN,鄭振麟,FLAT E 6/F TOWER 4 YAU TONG CENTRE YAU TONG,,8/1/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,CHOI KA WAH ,蔡嘉華,RM 3206 CHOI LEUNG HSE CHOI TAK EST NGAU TAU KOK KL,,30/1/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,EIGHTY CONSULTANT CO,捌十顧問公司,FLAT/RM 1005 10/F KOWLOON BLDG 555 NATHAN RD YAU MA TEI,,30/1/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,TELEGOAL FINANCIAL CONSULTANCY COMPANY,富高金融策劃公司,FLAT/RM 2301 23/F FUTURA  PLAZA NO 111-113 HOW MING STREET KWUN TONG KL,,30/1/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,LEUNG KWOK FAI SIMON,梁國輝,FLAT A 53/F TOWER 3 PARK CENTRAL NO 9 TONG TAK STREET TSEUNG KWAN O NEW TERRITORIES,,31/1/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,S&Y Capital Company Limited ,信盈資本策劃有限公司,,香港九龍長沙灣永康街23-27號瓊林街62號安泰工業大廈A座5樓5A7室,4/2/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,LO SUK MAN,盧淑雯,"2/F, 205A SHUI TSIU SAN TSUEN TAI TONG YEUN LONG NEW TERRITORIES",,13/3/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,ROYAL WEALTH COMPANY,駿景匯公司,1/F WINNER MANSION 691A NATHAN ROAD MONGKOK KL,,19/3/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,YU KAI ON,余啟安,1/F NO 98 SAN HUI VILLAGE TUEN MUN NEW TERRITORIES,,22/3/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,PANDA INFORMATION LIMITED ,熊貓資訊有限公司,"RM 3205,CLIFFORD CENTRE,778-784 CHEUNG SHA WAN RD,CHEUNG SHA WAN,KOWLOON HK",,27/3/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,KO WAI LEUNG,高偉亮,FT 9 23/F KWONG YAU HSE KWONG FUK EST TAI PO NEW TERRITORIES,,16/4/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Plotio Advisory & Management Limited ,百利好諮詢管理有限公司,"RM 03-04, 16/F, TOWER 5 CHINA HONG KONG CITY, 33 CANTON RD, TST, HK",,29/4/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Gutsy Mortgage Accounting Affairs Limited ,吉時按揭會計事務所有限公司,FLAT/RM B25 5/F EAST SUN INDUSTRIAL BUILDING 20 SHING YIP STREET KWUN TONG KL,,29/4/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,CHEUNG KA LOK,張嘉洛,ROOM 2710 PING YEE HOUSE TAI PING ESTATE SHEUNG SHUI NEW TERRITORIES,,29/4/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,C & A CONSULTANT LIMITED ,智尚顧問有限公司,27/F WORLD WIDE HOUSE NO.19 DES VOEUX ROAD CENTRAL CENTRAL HK,,3/5/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Happy FullHouse Limited ,開心物業有限公司,"OFFICE NO. 4, 12/F WORKINGBERG COMM. BLDG 41-47 MARBLE ROAD, NORTH POINT HK",,8/5/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Money Easy Limited ,易享錢有限公司,,九龍旺角彌敦道721-725號華比銀行大廈5樓1室,8/5/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Brightness Knight Management Limited,,UNIT 05 - D 23/F WAH FAT IND BLDG 10-14 KUNG YIP ST KWAI CHUNG NT HONG KONG ,,8/5/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,TSANG KA MAN,曾嘉敏,,九龍九龍灣啟業道18號啟業村D座啟裕樓07樓11室,8/5/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,CHEUNG CHUN CHUEN,張進傳,,新界屯門友愛邨愛暉樓24樓01室,10/5/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Global World Capital Company Limited ,資本環球企業有限公司,"RM 2101, 21/F PARK-IN COMM CTR 56 DUNDAS ST MONG KOK KLN HONG KONG",,4/6/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,EASY ACCESS CORPORATION LIMITED ,通享有限公司,FLAT/RM 01 5/F BEVERLEY COMMERCIAL CENTRE 87-105 CHATHAM ROAD SOUTH TSIM SHA TSUI KL,,12/6/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,DELUXE ASIA COMPANY,,,九龍觀塘偉業街茂興工業大廈9樓B3室,18/6/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,LEADING GROUP DEVELOPMENT LIMITED ,領先集團發展有限公司,FLAT/RM 05 17/F WEALTH COMMERCIAL CENTRE 48 KWONG WA STREET MONG KOK KL,,20/6/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Man Chun Yu,萬振宇,,九龍油塘油麗邨頤麗樓205室,8/7/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,HOPEKINS INTERNATIONAL LIMITED ,鎬勤有限公司,"FLAT/RM A 12/F SOUTHGATE COMMERCIAL CENTRE 29 GRANVILLE ROAD TSIM SHA TSUI, KL",,5/8/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,SWISS TRADING LIMITED ,瑞新貿易有限公司,FLAT/RM C BLK 1 3/F THE ASTORIA KOWLOON CITY KL,,5/9/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,LAW YAT CHUK,羅逸足,"FLAT 419, 4/F, BLK 9, PO TIN EST, TUEN MUN, NT",,22/11/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Wonder Mortgage Limited ,宏達轉按中心有限公司,,九龍旺角彌敦道518-520彌敦行12樓B室,26/11/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,502 LIMITED,,FLAT/RM 1315 PROFIT IND BLDG 1-15 KWAI FUNG CRESCENT KWAI FONG NT,,11/12/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,CHENG WING MING,鄭永明,FLAT 3807 38/F LOK CHING HOUSE 12 MUK HUNG STREET KAI CHING ESTATE KOWLOON CITY KOWLOON,,18/12/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,YUNG TSZ CHUNG,容子聰,RM 207 2/F CHEUNG YAM HSE ON YAM EST KWAI CHUNG NEW TERRITORIES,,20/12/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,City Gateway Company Limited ,城連有限公司,FLAT/RM 1102 BLK B 11/F CHUAN YUAN FACTORY BUILDING 342-344 KWUN TONG ROAD KWUN TONG KL,,20/12/2019
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Sankala Assets Consulting Limited ,山旮旯資產顧問有限公司,SHOP 64 1/F HOUSTON CENTRE 63 MODY ROAD TSIM SHA TSUI KL,,14/1/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Premier (Asia) Group Company Limited ,卓越(亞洲)企業集團有限公司,"FLAT 1602, 16/F, GOLDEN GATE COMMERCIAL BUILDING, 136-138 AUSTIN ROAD, TSIM SHA TSUI, HONG KONG",,19/3/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,CHONG MAN SHING,莊文成,,新界屯門田景路31號良景村04座良智樓20樓06室,27/3/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Mo Chun Fung,巫振峰,,新界大埔太和路2號寶雅苑C座家和閣16樓05室,8/5/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,KEYMAX INTERNATIONAL DEVELOPMENT LIMITED ,啓盛國際發展有限公司,,九龍石硤尾街55號地下C鋪,12/5/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,LEUNG TAK YIU,梁德耀,NO.7 TONG SHEUNG VILL LAM TSUEN TAI PO NT,,16/6/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,LENDELA LIMITED,,"UNIT 1109, 11/F, DOMINION CTR, 43-59 QUEEN'S RD EAST, HONG KONG",,29/6/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,LEE BO CONSULTANT,利寶顧問,"24D, BUILDING 7, GRANDEUR TERRACE, TIN SHUI WAI, NT",,29/6/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,CHIN KIN IENG,錢建英,"10/F, FUK HING BUILDING, 24 FUK TSUN STREET, TAI KOK TSUI, KOWLOON",,8/7/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,NO.1 PROFESSIONAL CONSULTANT,帝壹專財,"Unit 02, 11/F Workingport Comm Bldg, No.3 Hau Fook St, Tsim Sha Tsui, Kowloon",,8/7/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,Perth Property Mortgage Management Company,珀斯地產按揭管理公司,SHOP B33 BASEMENT CHEVALIER HOUSE 45-51 CHATHAM RD S TSIM SHA TSUI KL,,14/8/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,WONG YAU CHIU,王友超,,香港九龍藍田德田邨德盛樓301室,14/8/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,McGergor Assets (H.K.) Company Limited,麥加力資產(香港)有限公司,FLAT/RM T 4/F HARIBEST INDUSTRIAL BUILDING 45-47 AU PUI WAN STREET FOTAN NT,,21/8/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,TREASURE ERA LIMITED,,FLAT/RM 716 ASIA TRADE CENTRE 79 LEI MUK ROAD KWAI CHUNG NT,,21/8/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,LP (HK) Limited ,力鋒(香港)有限公司,6/F KIMBERLEY PLAZA 45-47 KIMBERLEY ROAD TSIM SHA TSUI KL,,24/8/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,GRAND BRILLIANT PROPERTY AGENCY LIMITED,宏博物業代理有限公司,FLAT/RM 07-08 4/F HING YIP COMMERCIAL CENTRE 272-284 DES VOEUX ROAD CENTRAL SHEUNG WAN HK,,16/9/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,KU ON WAH DORIS,谷安華,,新界將軍澳寶琳北路38號景林村07座景榆樓17樓12室,6/11/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,MARCUS (ASIA) BUSINESS CONSULTANT COMPANY,梓晉(亞洲)企業顧問公司,FLAT/RM 1202 12/F LANDWIDE COMMERCIAL BUILDING 118-120 AUSTIN ROAD KL,,6/11/2020
As at 12:00 noon of 3 January 2022 ,3994,Hong Kong Credit Mortgage Limited,港業按揭有限公司,3701 3333,I Believe Finance Limited,信景財務有限公司,,香港荃灣沙咀道362號全發商業大廈2206室 ,29/1/2021
As at 12:00 noon of 3 January 2022 ,3911,Hong Kong CT Finance Limited,香港現金轉信貸有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,3937,Hong Kong Desource Credit Limited,香港鼎基財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4755,Hong Kong Digital Asset Credit Limited,香港數字資產信貸有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4725,Hong Kong Fairly Well Capital Limited,香港中實資本有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,1692,Hong Kong Finance (Internation) Company Limited,香港財務(國際)有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Free Mortgage Referral Brokerage Limited ,免費按揭轉介經紀有限公司,"Flat/Rm 05-06, 18/F, Hollywood Plaza, 610 Nathan Road, Mongkok, KL",,3/2/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,GRAND KEEN INVESTMENT LIMITED ,廣銳投資有限公司,"Unit 1103, 11/F, 29 Austin Road, TsimShaTsui, KL",,3/2/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,SMART MORTGAGE LIMITED ,精明按揭轉介有限公司,"Flat/Rm 103, Block B, 1/F, On Lok Factory Building, 88-90 Kowloon City Road, KL",,3/2/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,City Gateway Company Limited ,城連有限公司,"Flat/Rm 1102, Blk B, 11/F, Chuan Yuan Factory Building, 342-344 Kwun Tong Road, Kwun Tong, KL",,14/2/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Right Move Property Limited,崴睦置業有限公司,"Flat/Rm A805, 8/F, Acro Industrial Building, 19 Yuk Yat Street, To Kwa Wan, KL",,14/2/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,NET EXPRESS LIMITED ,網通有限公司,"Flat/Rm 1, Blk D, 07/F, Merlin Ctr, 65 Po On Road, Cheung Sha Wan, KL",,14/2/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,LEADING GROUP DEVELOPMENT LIMITED ,領先集團發展有限公司,"Flat/Rm 01, 2/F, Canny Industrial Bldg, No 33 Tai Yau Street, San Po Kong, KL",,14/2/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Smart One,,"Flat/Rm 1003, 10/F, Wu Sang House, 655 Nathan Road, Mongkok, KL",,21/2/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,McGergor Assets (H.K.) Company Limited ,麥加力資產(香港)有限公司,"FLAT/RM T, 4/F, HARIBEST INDUSTRIAL BUILDING, 45-47 AU PUI WAN STREET, FOTAN, NT",,21/2/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Competence Mortgage Consultancy Limited ,實力按揭顧問有限公司,"Flat/Rm 1401, 14/F, Kowloon Building, 555 Nathan Road, Yaumati, KL",,21/2/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,EXTRA LIMITED,,"Flat/Rm 2202, 22/F, Trendy Centre, 682 Castle Peak Road, Cheung Sha Wan, Kowloon ",,3/3/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Good Faith Asset Management Company Limited ,聰誠資產管理有限公司,"Flat/Rm 02, 13/F, Billion Trade Centre, 31 Hung To Road, Kwun Tong, KL",,4/3/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,MYCHOICES MORTGAGE SOLUTIONS (HK) LIMITED ,焯檢信貸策劃有限公司,"Flat/Rm 02-03, 26/F, BEA Tower, Millennium City 5, 418 Kwun Tong Road, Kwun Tong, KL",,5/3/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Integrity Enterprises Limited ,誠信業務有限公司,"Flat C, 26/F, Legend Tower 7, Shing Yip St., Kwun Tong, Kowloon, Hong Kong",,12/3/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Hoi Tin International Planning Co. Limited ,愷天國際策劃有限公司,"Flat/Rm12, 25/F, Langham Place Office Tower, 8 Argyle Street, Mongkok, KL",,23/3/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,MASTER GROUP ENTERPRISE CO. LIMITED ,萬事達企業策劃有限公司,"Flat/Rm B2, 17/F, MG Tower, 133 Hoi Bun Road, Kwun Tong, KL",,23/3/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Perth Property Mortgage Management Company,,"Shop B33, Basement Chevalier House, 45-51 Chatham Rd S, Tsim Sha Tsui, KL",,25/3/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Brightness Knight Management Limited,,"Cockloft Shop 10, G/F, Valiant Court, 5 Peace Avenue, Ho Man Tin, KL",,21/4/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,DR. MORTGAGE BROKER LIMITED ,樓按博士按揭經紀有限公司,"15/F, Katherine House, Nos 53-55 Chatham Road South, KL",,28/4/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Lokson Sumptuous Asset Limited ,諾信豐盛資產有限公司,"Flat/Rm 1501A, 15/F, Tower 1, China Hong Kong City, 33 Canton Road, Tsim Sha Tsui, KL",,7/5/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Hong Kong Personal Debt Relief Centre,,"Flat/Rm D, Blk A, 21/F, Chong Yip Centre, No 402-404 Des Voeux Road West, Sai Wan, HK",,7/5/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Kapital Oasis Management Limited ,博達策劃管理有限公司,,九龍旺角彌敦道573號富運商業中心11樓B室,13/5/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Star & Sea Asia Limited ,星海亞洲有限公司,"Flat 1903B, 19/F, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, NT",,13/5/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Vision Infinity Group Limited ,願景集團有限公司,"Rm 603, 6/F, Kowloon Building, 555 Nathan Rd, Mong Kok, KL",,22/5/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Connexions Financing Solutions Limited ,宏達融資顧問有限公司,"Flat/Rm 903A, 9/F, Capital Centre, 151 Gloucester Road, Wan Chai, Hong Kong ",,29/5/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,C & C Company,,"Flat/Rm 7, 9/F, King's Commercial Building, 2-4 Chatham Court, Tsim Sha Tsui, KL",,29/6/2020
As at 12:00 noon of 3 January 2022 ,4989,Hong Kong Finance (Personal Loan) Limited,香港信貸(私人貸款)有限公司,2525 3535,Mensted Hong Kong Limited ,萬仕達香港有限公司,"Flat/Rm 1903, 19/F, Trendy Centre, 682 Castle Road, Lai Chi Kok, KL",,6/7/2020
